112422802549,Q, [Lev2MdSpi] pointer to queue inited address is 0x7ff129f7aba0
112423974300,Q, [OnRspUserLogin], Success!
112429173221,Q, [OnRtnOrderDetail] ,2,300377,95204790,8.38,300,2,2,2011,7795155,238483380,383990383,0,7795155,A,7795155
112429173230,Q, [OnRtnTransaction] ,2,300377,95204790,8.38,300,1,2011,7795156,6219738,7795155,238483381,383990384,0,N,7795156
112429173233,Q, [OnRtnOrderDetail] ,2,300377,95204790,8.38,300,2,2,2011,7795157,238483382,383990384,0,7795157,A,7795157
112429173244,Q, [OnRtnTransaction] ,2,300377,95204790,8.38,300,1,2011,7795158,6219738,7795157,238483383,383990385,0,N,7795158
112429173247,Q, [OnRtnOrderDetail] ,2,300377,95204790,8.38,300,2,2,2011,7795160,238483385,383990387,0,7795160,A,7795160
112429173251,Q, [OnRtnTransaction] ,2,300377,95204790,8.38,300,1,2011,7795161,6219738,7795160,238483386,383990388,0,N,7795161
112429173253,Q, [OnRtnOrderDetail] ,2,300377,95204790,8.38,500,2,2,2011,7795162,238483394,383990394,0,7795162,A,7795162
112429173989,Q, [OnRtnTransaction] ,2,300377,95204790,8.38,500,1,2011,7795163,6219738,7795162,238483395,383990395,0,N,7795163
112429174229,Q, [OnRtnTransaction] ,2,300377,95204800,0,1500,2,2011,7795207,7626328,0,238483591,383990505,0,N,7795207
112429175535,Q, [OnRtnTransaction] ,2,300377,95204800,0,2300,2,2011,7795217,7612459,0,238483693,383990788,0,N,7795217
112429186995,Q, [OnRtnOrderDetail] ,2,300377,95204830,8.38,500,2,2,2011,7795398,238484415,383991695,0,7795398,A,7795398
112429187014,Q, [OnRtnTransaction] ,2,300377,95204830,8.38,500,1,2011,7795399,6219738,7795398,238484416,383991696,0,N,7795399
112429187026,Q, [OnRtnMarketData] ,95203000,300377,2,8.38,8.35,8.49,8.4,8.39,8.39,8.38,8.37,8.36,8.35,8.34,8.33,8.32,8.31,8.3,8.4,8.41,8.42,8.43,8.44,8.45,8.46,8.47,8.48,8.49,60700,20100,14900,24897,23900,14600,27200,18300,50200,65200,11700,4600,4400
112429187682,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,300,2,2,2011,7795438,238484617,383991953,0,7795438,A,7795438
112429187689,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,200,2,2,2011,7795439,238484618,383991953,0,7795439,A,7795439
112429187694,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,400,2,2,2011,7795440,238484619,383991954,0,7795440,A,7795440
112429187698,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,200,2,2,2011,7795441,238484635,383991961,0,7795441,A,7795441
112429187702,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,300,2,2,2011,7795442,238484636,383991962,0,7795442,A,7795442
112429197514,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,600,2,2,2011,7795449,238484655,383991971,0,7795449,A,7795449
112429197532,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,600,2,2,2011,7795452,238484669,383991976,0,7795452,A,7795452
112429197536,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,400,2,2,2011,7795453,238484674,383991978,0,7795453,A,7795453
112429197548,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,200,2,2,2011,7795454,238484675,383991979,0,7795454,A,7795454
112429197553,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,200,2,2,2011,7795455,238484676,383991979,0,7795455,A,7795455
112429197558,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,200,2,2,2011,7795456,238484678,383991980,0,7795456,A,7795456
112429197565,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,600,2,2,2011,7795457,238484679,383991980,0,7795457,A,7795457
112429197572,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.38,100,2,2,2011,7795458,238484684,383991983,0,7795458,A,7795458
112429197578,Q, [OnRtnTransaction] ,2,300377,95204840,8.38,100,1,2011,7795459,6219738,7795458,238484685,383991984,0,N,7795459
112429197583,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.4,500,2,2,2011,7795460,238484689,383991985,0,7795460,A,7795460
112429197588,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,600,2,2,2011,7795461,238484693,383991987,0,7795461,A,7795461
112429246707,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,500,2,2,2011,7795462,238484694,383991987,0,7795462,A,7795462
112429246726,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,2400,2,2,2011,7795463,238484695,383991988,0,7795463,A,7795463
112429246742,Q, [OnRtnOrderDetail] ,2,300377,95204840,8.39,300,2,2,2011,7795466,238484710,383991994,0,7795466,A,7795466
112429246748,Q, [OnRtnTransaction] ,2,300377,95204850,0,100,2,2011,7795480,0,7790425,238484740,383992011,0,N,7795480
112429246752,Q, [OnRtnOrderDetail] ,2,300377,95204850,8.39,100,2,2,2011,7795492,238484843,383992349,0,7795492,A,7795492
112429246755,Q, [OnRtnOrderDetail] ,2,300377,95204850,8.39,100,2,2,2011,7795510,238484903,383992392,0,7795510,A,7795510
112429246758,Q, [OnRtnOrderDetail] ,2,300377,95204900,8.38,1600,2,2,2011,7795684,238485948,383993720,0,7795684,A,7795684
112429246761,Q, [OnRtnTransaction] ,2,300377,95204900,8.38,1600,1,2011,7795685,6219738,7795684,238485949,383993720,0,N,7795685
112429246764,Q, [OnRtnOrderDetail] ,2,300377,95204900,8.38,300,2,2,2011,7795686,238485957,383993723,0,7795686,A,7795686
112429246767,Q, [OnRtnTransaction] ,2,300377,95204900,8.38,300,1,2011,7795687,6219738,7795686,238485958,383993724,0,N,7795687
112429246770,Q, [OnRtnOrderDetail] ,2,300377,95204900,8.38,300,2,2,2011,7795688,238485959,383993724,0,7795688,A,7795688
112429247388,Q, [OnRtnTransaction] ,2,300377,95204900,8.38,300,1,2011,7795689,6219738,7795688,238485960,383993725,0,N,7795689
112429247401,Q, [OnRtnOrderDetail] ,2,300377,95204900,8.38,600,2,2,2011,7795691,238485966,383993727,0,7795691,A,7795691
112429247405,Q, [OnRtnTransaction] ,2,300377,95204900,8.38,600,1,2011,7795692,6219738,7795691,238485967,383993728,0,N,7795692
112429247408,Q, [OnRtnOrderDetail] ,2,300377,95204900,8.38,300,2,2,2011,7795693,238485969,383993729,0,7795693,A,7795693
112429247411,Q, [OnRtnTransaction] ,2,300377,95204900,8.38,300,1,2011,7795694,6219738,7795693,238485970,383993730,0,N,7795694
112429247414,Q, [OnRtnOrderDetail] ,2,300377,95204900,8.38,400,2,2,2011,7795698,238485977,383993733,0,7795698,A,7795698
112429247417,Q, [OnRtnTransaction] ,2,300377,95204900,8.38,400,1,2011,7795699,6219738,7795698,238485978,383993733,0,N,7795699
112430118490,Q, [OnRtnOrderDetail] ,2,300377,95204990,8.38,1500,2,2,2011,7796038,238488038,384971268,0,7796038,A,7796038
112430118510,Q, [OnRtnTransaction] ,2,300377,95204990,8.38,1500,1,2011,7796039,6219738,7796038,238488039,384971269,0,N,7796039
112430118514,Q, [OnRtnOrderDetail] ,2,300377,95204990,8.38,300,2,2,2011,7796040,238488043,384971271,0,7796040,A,7796040
112430118517,Q, [OnRtnTransaction] ,2,300377,95204990,8.38,300,1,2011,7796041,6219738,7796040,238488044,384971272,0,N,7796041
112430118524,Q, [OnRtnOrderDetail] ,2,300377,95204990,8.38,400,2,2,2011,7796042,238488049,384971274,0,7796042,A,7796042
112430118527,Q, [OnRtnTransaction] ,2,300377,95204990,8.38,400,1,2011,7796043,6219738,7796042,238488050,384971274,0,N,7796043
112430118530,Q, [OnRtnOrderDetail] ,2,300377,95204990,8.38,400,2,2,2011,7796044,238488052,384971275,0,7796044,A,7796044
112430118536,Q, [OnRtnTransaction] ,2,300377,95204990,8.38,400,1,2011,7796045,6219738,7796044,238488053,384971275,0,N,7796045
112430118539,Q, [OnRtnOrderDetail] ,2,300377,95204990,8.38,500,2,2,2011,7796046,238488057,384971277,0,7796046,A,7796046
112430118542,Q, [OnRtnTransaction] ,2,300377,95204990,8.38,500,1,2011,7796047,6219738,7796046,238488058,384971277,0,N,7796047
112430118545,Q, [OnRtnOrderDetail] ,2,300377,95204990,8.38,500,2,2,2011,7796049,238488068,384971282,0,7796049,A,7796049
112430118548,Q, [OnRtnTransaction] ,2,300377,95204990,8.38,500,1,2011,7796050,6219738,7796049,238488069,384971282,0,N,7796050
112430119088,Q, [OnRtnOrderDetail] ,2,300377,95205090,8.38,600,2,2,2011,7796740,238491067,384974515,0,7796740,A,7796740
112430119093,Q, [OnRtnTransaction] ,2,300377,95205090,8.38,600,1,2011,7796741,6219738,7796740,238491068,384974515,0,N,7796741
